1	 149664.507	 387122.182	     32.688
2	 149665.917	 387154.724	     33.501
3	 149643.501	 387166.658	     36.640
4	 149666.892	 387164.628	     33.221
5	 149671.228	 387189.532	     29.777
6	 149665.615	 387218.057	     29.379
7	 149645.738	 387253.237	     30.946
8	 149642.016	 387207.286	     31.601
9	 149704.215	 387222.990	     26.984
10	 149737.214	 387197.088	     27.298
11	 149725.338	 387161.463	     27.487
12	 149725.430	 387124.457	     27.344
13	 149723.185	 387195.753	     27.278
